listing_id,host_id,rating,price,revenue
369,116,4.0,106,2014
370,131,4.1,110,2090
371,115,3.5,55,825
372,112,3.4,125,2750
373,131,4.6,52,1560
374,138,3.2,134,1340
375,176,4.4,193,3860
376,115,3.7,182,2002
377,149,4.0,108,2592
378,186,3.4,87,1392
379,109,4.4,61,1708
380,199,3.3,165,3465
381,184,3.6,161,1932
382,189,3.7,70,980
383,165,3.6,97,2231
384,123,3.2,180,3060
385,129,3.5,172,5160
386,190,3.6,128,2688
387,116,3.5,191,2865
388,133,4.0,122,3294
389,192,3.4,109,2398
390,132,3.4,191,2292
391,130,4.0,131,2358
392,199,3.4,84,840
393,141,4.7,101,1919
394,144,4.2,101,1313
395,172,3.1,199,1990
396,106,4.6,110,3190
397,174,3.1,163,3423
398,176,4.5,102,2142
399,183,4.8,132,2112
400,189,3.9,68,748
401,188,3.1,159,3498
402,141,3.8,139,2502
403,185,4.0,83,2490
404,131,3.2,122,1708
405,187,4.3,115,2185
406,171,4.2,186,3348
407,148,3.7,61,1769
408,142,3.8,190,4180
409,133,4.5,111,2775
410,161,4.0,60,1500
411,114,4.5,195,2340
412,110,4.6,159,2067
413,146,4.1,102,2754
414,136,3.6,123,2091
415,182,4.6,161,3864
416,189,3.1,54,1566
417,123,3.9,153,3825
418,168,3.9,78,2340
419,154,3.7,118,1652
420,131,3.9,98,1960
421,142,4.3,92,2300
422,186,3.3,128,3328
423,112,4.9,99,990
424,136,4.6,122,2684
425,125,3.8,112,1680
426,138,4.3,132,1980
427,165,4.4,81,2187
428,170,4.2,67,1876
429,199,3.1,119,3094
430,170,3.2,65,1950
431,184,4.0,183,4392
432,132,3.5,196,3136
433,140,3.8,144,2592
434,140,4.7,100,2500
435,147,3.0,185,5365
436,181,4.5,129,2451
437,195,4.5,90,990
438,107,3.4,69,1242
439,127,4.1,181,5068
440,114,3.5,162,4374
441,152,4.5,97,1358
442,130,4.3,162,2430
443,113,3.3,164,2952
444,155,3.9,113,2825
445,121,3.0,123,2214
446,172,4.6,147,2058
447,154,3.5,111,1110
448,166,4.2,125,1875
449,193,4.6,144,4176
450,192,4.4,83,1909
451,131,5.0,155,4495
452,140,3.1,50,1050
453,192,4.4,192,2112
454,162,4.3,192,1920
455,115,4.9,185,4440
456,188,4.0,145,2320
457,150,4.0,92,1104
458,125,3.7,89,1335
459,191,3.1,92,2392
460,184,3.5,75,750
461,146,3.0,106,1908
462,195,4.3,175,2975
463,176,3.2,72,1080
464,107,4.0,54,1458
465,159,4.5,174,5220
466,161,3.4,194,4268
467,130,3.5,157,1727
468,167,3.6,86,2494
469,134,3.4,86,2580
470,108,3.7,77,1694
471,147,3.3,190,1900
472,123,3.1,142,2698
473,189,3.0,51,765
474,185,3.8,174,2436
475,132,3.9,156,3900
476,112,3.1,54,918
477,125,3.2,80,1280
478,198,4.3,145,3335
479,177,3.3,99,1584
480,105,3.2,195,2145
481,118,4.3,189,4914
482,180,3.5,146,1606
483,151,3.7,111,2997
484,185,4.8,126,1260
485,108,3.5,194,2910
486,105,3.9,99,1584
487,151,4.3,184,2024
488,175,4.8,151,1661
489,166,3.4,177,2478
490,123,3.7,158,2054
491,147,4.2,100,2800
492,165,3.9,115,2070
493,154,4.4,132,1320
494,186,4.6,127,2286
495,135,4.8,167,2839
496,155,4.1,198,4950
497,176,4.1,167,3674
498,112,4.3,190,3610
499,141,3.0,121,1210
500,141,3.2,194,2910
501,172,3.5,102,2142
502,120,4.1,82,1476
503,103,4.5,85,1870
504,198,3.2,146,3066
505,182,4.1,55,1485
506,193,3.8,71,1988
507,194,4.3,156,1560
508,122,4.0,149,1639
509,140,3.1,175,1750
510,156,4.2,138,3174
511,135,3.6,167,3340
512,170,3.6,112,2128
513,164,3.0,136,1496
514,188,3.8,142,2130
515,186,4.7,157,1727
516,165,3.2,100,2700
517,110,3.8,126,1890
518,117,3.7,52,676
519,165,4.1,177,4425
520,118,3.2,100,1600
521,175,3.0,188,3008
522,129,3.4,121,2178
523,191,3.8,193,2509
524,165,3.6,137,2055
525,146,3.4,50,700
526,173,3.8,100,2100
527,136,4.9,175,4025
528,168,4.2,148,4440
529,130,3.1,117,3276
530,178,4.2,101,1111
531,171,3.4,73,2044
532,112,3.0,71,2059
533,110,3.6,188,5264
534,175,3.6,116,1740
535,140,3.8,110,1650
536,199,4.4,137,2877
537,198,3.7,61,610
538,121,4.1,166,4648
539,168,3.8,82,1558
540,131,3.8,127,2667
541,107,3.7,113,3277
542,164,3.3,190,2660
543,198,4.7,76,2204
544,186,3.1,142,1988
545,122,3.5,120,2760
546,111,4.5,99,2673
547,114,3.1,83,1162
548,126,4.7,155,4650
549,193,3.9,50,1050
550,164,3.1,160,3200
551,145,4.5,90,2610
552,151,3.6,104,1768
553,110,4.0,61,915
554,118,3.6,149,1490
555,125,4.1,130,2470
556,182,4.2,138,3174
557,162,4.3,188,4700
558,160,4.2,184,4048
559,123,4.8,181,3077
560,179,4.9,51,1530
561,113,4.3,64,960
562,145,3.9,187,2244
563,160,5.0,89,1602
564,163,5.0,148,2220
565,154,4.2,78,1638
566,114,3.6,89,2581
567,141,4.7,124,2108
568,110,3.9,97,1067
569,135,4.9,58,580
570,184,3.8,83,1909
571,171,4.3,185,3700
572,130,4.8,178,2670
573,129,3.6,94,1316
574,127,3.6,161,4508
575,195,3.4,160,4480
576,193,3.1,192,2496
577,185,3.6,117,3510
578,134,3.8,145,3190
579,190,3.7,75,1425
580,108,3.4,154,2618
581,191,3.6,160,2560
582,146,3.7,72,1944
583,113,3.6,140,2660
584,179,3.9,95,1520
585,144,4.3,91,2002
586,136,4.9,175,2275
587,153,3.2,57,1197
588,180,3.6,138,2760
589,200,3.6,88,1496
590,114,4.1,81,1701
591,174,4.3,107,1819
592,135,5.0,52,1456
593,122,3.2,56,728
594,115,3.7,121,3267
595,146,4.1,144,2304
596,137,3.4,108,2268
597,194,3.6,72,2088
598,124,3.2,126,2268
599,182,4.4,200,3400
600,123,3.4,108,3024
601,158,3.4,141,1974
602,148,4.7,125,2000
603,150,3.7,143,2288
604,139,4.4,86,2064
605,196,4.0,69,690
606,133,5.0,79,869
607,117,3.7,114,3192
608,130,3.9,79,2212
609,155,3.2,96,2880
610,164,5.0,144,3888
611,114,4.9,200,2000
612,148,5.0,125,1750
613,134,4.3,68,1496
614,143,3.8,151,3775
615,181,4.9,50,950
616,175,3.8,178,3382
617,158,3.8,95,2660
618,165,3.6,98,2940
619,104,4.7,97,2037
620,159,4.3,144,1584
621,189,3.5,102,1734
622,183,3.2,174,3828
623,170,3.5,162,3078
624,191,4.6,115,2300
625,182,4.4,60,840
626,111,3.4,163,2608
627,183,4.2,73,876
628,149,4.9,125,3000
629,184,4.7,127,2667
630,184,3.0,170,2380
631,170,3.7,68,1972
632,148,4.3,81,1377
633,165,4.2,171,1881
634,122,3.5,56,784
635,128,4.1,104,3016
636,173,3.3,181,5430
637,174,4.3,81,1296
638,143,3.4,129,3096
639,140,3.4,93,1674
640,173,4.8,119,2023
641,156,3.9,174,3132
642,171,4.0,177,4956
643,191,4.3,70,1820
644,181,3.4,105,1890
645,170,4.3,111,2997
646,163,4.8,147,3234
647,174,3.3,152,3040
648,162,4.0,103,1957
649,104,3.8,84,2016
650,194,3.4,135,2430
651,128,4.7,173,3114
652,196,4.5,121,1694
653,198,3.6,180,2700
654,133,3.6,129,2967
655,135,4.9,55,1100
656,141,4.1,130,2470
657,174,4.1,194,5238
658,126,3.0,62,1364
659,128,3.6,91,1365
660,138,4.7,140,2380
661,110,4.4,113,2486
662,145,4.5,72,2160
663,148,3.5,104,1768
664,189,4.6,186,5208
665,190,4.9,152,1520
666,137,3.6,176,4928
667,157,4.0,171,2565
668,110,4.3,170,4590
669,131,4.9,92,1196
670,159,4.7,114,2508
671,112,4.4,142,2840
672,108,5.0,189,4536
673,171,4.2,127,1524
674,133,4.1,75,825
675,181,4.4,183,3660
676,169,4.3,184,2392
677,166,4.8,122,3172
678,168,4.3,130,1560
679,141,3.7,140,2520
680,174,4.1,92,1472
681,149,3.3,195,1950
682,188,3.0,127,3175
683,154,3.5,122,1708
684,139,4.9,120,3000
685,143,4.4,64,1088
686,170,4.9,114,1482
687,138,3.7,178,2492
688,171,4.6,171,2736
689,166,5.0,88,2200
690,140,3.5,138,2346
691,168,4.8,176,2816
692,173,3.8,139,1807
693,199,4.4,76,1824
694,105,3.3,169,3042
695,158,4.9,131,3799
696,122,3.7,184,3680
697,194,4.1,179,3580
698,123,3.8,137,1644
699,112,4.1,77,1155
700,135,4.5,122,2318
701,116,3.6,192,2880
702,146,4.4,78,936
703,151,3.0,58,1682
704,129,4.5,131,2620
705,173,4.6,108,1620
706,148,4.6,50,1200
707,126,3.9,193,2123
708,155,4.0,60,1500
709,160,3.6,55,935
710,195,3.3,97,2522
711,148,4.3,141,3243
712,158,4.6,198,5148
713,147,4.0,176,3344
714,132,4.0,51,1275
715,133,4.8,132,2640
716,200,3.6,157,4239
717,190,3.6,109,2289
718,141,4.9,99,1584
719,151,3.8,123,1476
720,186,3.3,111,1221
721,122,4.4,65,1950
722,156,4.8,135,1620
723,188,3.2,128,2944
724,183,3.1,114,3078
725,175,5.0,199,4378
726,182,4.9,63,1575
727,183,4.5,150,3450
728,149,4.4,152,3952
729,160,4.0,122,1708
730,121,5.0,70,1330
731,184,3.4,146,3212
732,113,4.9,158,2054
733,112,3.2,55,715
734,171,3.8,73,1898
735,128,4.3,102,1122
736,144,3.4,98,2450
737,149,4.5,77,2002
738,182,3.1,59,1770
739,157,4.7,68,1700
740,110,3.7,83,2324
741,143,4.4,176,4224
742,198,4.7,79,1106
743,186,4.8,67,1273
744,106,4.2,176,4576
745,103,4.6,102,2550
746,129,3.9,82,1066
747,187,4.7,127,1778
748,175,4.1,125,1625
749,101,3.4,134,3752
750,130,3.3,138,1794
751,181,4.8,94,1128
752,102,4.1,173,4498
753,200,4.9,151,4077
754,169,3.4,192,5568
755,181,4.6,126,2268
756,118,4.8,132,1584
757,165,3.4,97,1261
758,153,4.6,189,2079
759,107,4.1,94,2820
760,156,4.4,95,1805
761,156,4.4,154,1540
762,113,4.4,154,2772
763,126,4.3,149,3427
764,190,4.7,102,1428
765,161,4.7,119,2737
766,152,4.6,159,3339
767,184,4.0,93,2790
768,180,3.2,147,3675
769,103,4.0,134,1608
770,147,3.5,153,4284
771,154,4.4,194,3492
772,143,4.8,131,2227
773,150,4.5,191,4584
774,186,3.3,58,928
775,176,4.5,158,2054
776,112,3.6,92,1472
777,175,3.9,161,2254
778,103,3.9,56,1064
779,160,4.7,116,3480
780,116,4.3,186,2418
781,192,4.1,138,3588
782,143,3.3,161,3381
783,194,4.2,132,3564
784,192,4.8,50,500
785,193,3.8,57,570
786,176,3.6,117,2691
787,130,3.1,171,3762
788,111,3.2,70,910
789,138,4.0,185,4995
790,139,4.9,188,4136
791,104,4.7,81,1134
792,117,4.8,74,1702
793,101,3.9,110,2530
794,118,4.6,117,2808
795,159,3.0,140,3920
796,160,3.2,89,1869
797,165,4.1,71,1846
798,123,4.3,197,5319
799,117,3.6,74,1998
800,109,3.6,69,1104
801,104,3.8,103,1545
802,126,3.9,126,3654
803,112,3.3,142,1420
804,148,3.8,189,3402
805,188,4.8,136,4080
806,101,4.1,107,1926
807,132,3.2,86,1720
808,162,4.9,168,2688
809,143,4.2,107,2568
810,151,3.7,90,1080
811,161,3.1,124,1612
812,165,3.2,146,2628
813,106,3.8,113,2938
814,140,4.7,62,868
815,131,3.6,156,3432
816,117,4.0,183,3111
817,169,3.2,169,4394
818,195,4.9,128,2432
819,103,4.0,62,868
820,127,4.0,74,1406
821,196,3.2,64,1472
822,168,3.1,63,630
823,190,3.5,200,5800
824,165,4.4,199,4776
825,193,4.3,151,3171
826,146,3.2,103,1751
827,116,4.1,53,1219
828,196,3.5,182,2912
829,184,3.4,152,4560
830,134,3.6,134,2680
831,129,4.9,158,3160
832,144,4.2,169,3042
833,133,3.8,168,2520
834,182,4.9,134,3752
835,154,3.9,168,3864
836,170,3.6,161,4830
837,176,4.2,62,1674
838,173,3.6,181,4525
839,155,4.5,52,1248
840,194,4.6,165,1650
841,177,3.1,164,1640
842,169,3.7,50,950
843,146,4.2,184,2576
844,158,3.8,148,1628
845,192,5.0,67,1407
846,105,4.8,127,2413
847,122,4.4,128,3072
848,151,3.3,167,1837
849,115,3.9,123,1845
850,152,4.3,151,2265
851,118,4.3,182,4732
852,155,3.5,97,1261
853,117,4.2,61,1098
854,138,3.2,120,1680
855,165,3.9,51,1377
856,126,4.4,108,2052
857,150,4.7,116,3364
858,107,3.2,197,4925
859,197,4.8,122,1830
860,168,3.9,61,1037
861,186,3.7,195,3900
862,131,3.3,170,2550
863,140,3.7,68,1972
864,130,4.3,174,4176
865,168,4.9,127,2667
866,197,4.7,200,5800
867,141,3.5,134,1742
868,149,4.0,90,1710
869,156,3.6,175,4025
870,183,4.1,132,3036
871,107,3.1,51,1020
872,195,4.9,135,3645
873,153,3.9,150,1800
874,179,3.5,159,3180
875,150,3.2,154,3388
876,111,4.5,158,3792
877,166,4.6,78,2262
878,154,3.2,67,737
879,129,4.1,89,2492
880,191,3.1,138,2484
881,178,3.6,179,4833
882,150,4.1,159,3339
883,179,3.1,64,1728
884,192,3.4,57,684
885,120,4.3,199,1990
886,160,3.2,168,3864
887,183,3.7,156,3432
888,153,4.1,156,1560
889,199,4.9,200,5800
890,142,3.5,151,1661
891,155,3.9,140,4060
892,159,3.7,76,912
893,200,3.8,72,1440
894,178,3.8,182,2548
895,113,3.5,153,2907
896,146,4.2,72,1512
897,106,4.8,194,1940
898,135,4.5,192,2880
899,109,3.8,72,2160
900,103,3.9,190,2280
901,110,3.7,76,1672
902,182,4.2,195,4290
903,105,4.4,182,2912
904,130,4.4,100,1300
905,103,3.5,133,1463
906,198,3.2,59,1298
907,168,3.1,199,2786
908,122,4.8,56,784
909,123,3.9,92,1288
910,175,3.4,50,1500
911,112,3.8,113,2599
912,131,4.0,99,1881
913,146,4.0,183,4392
914,128,3.4,53,636
915,146,4.5,75,1050
916,102,4.3,171,3078
917,165,4.8,156,3900
918,147,3.3,90,1890
919,183,4.7,111,1443
920,182,3.5,159,3498
921,134,4.1,74,888
922,167,4.8,121,3388
923,137,5.0,67,804
924,121,3.2,179,3222
925,113,4.9,81,1215
926,155,4.3,184,3312
927,190,4.7,186,4836
928,123,4.9,121,2783
929,194,3.8,102,1224
930,179,4.4,74,1110
931,101,4.3,93,1860
932,187,4.0,133,2261
933,137,4.7,157,2198
934,142,4.5,163,2608
935,200,3.1,97,1358
936,184,4.4,113,2599
937,113,4.2,160,2080
938,179,3.8,177,4071
939,134,3.7,68,680
940,173,3.7,123,1722
941,138,4.6,54,1620
942,116,4.9,133,1330
943,165,4.3,111,3219
944,134,3.7,171,2907
945,146,4.1,162,3564
946,113,4.5,55,1595
947,121,3.8,131,2489
948,120,3.4,81,1863
949,102,4.2,85,1785
950,119,4.0,147,2352
951,127,3.5,80,2080
952,149,4.3,129,3483
953,139,3.1,90,1440
954,144,4.9,77,2156
955,143,4.1,53,1378
956,183,4.7,133,1463
957,184,4.2,87,2001
958,174,4.6,72,936
959,165,4.1,190,4180
960,150,3.0,158,3002
961,129,4.9,141,3384
962,130,4.3,66,1452
963,153,4.3,163,3260
964,147,3.6,133,3325
965,107,4.3,92,920
966,149,3.8,91,1911
967,137,4.7,128,1408
968,139,4.1,147,3675
969,153,3.8,196,4312
970,120,3.6,127,3048
971,156,4.8,161,3220
972,158,4.5,107,2782
973,145,3.3,69,1449
974,187,4.6,142,1562
975,195,3.4,178,5340
976,123,3.7,92,2208
977,180,3.7,96,1152
978,142,3.8,194,5238
979,149,3.4,102,2244
980,133,3.2,106,1696
981,116,4.9,150,1950
982,156,3.5,162,4536
983,134,3.7,196,5096
984,113,4.4,78,1560
985,102,4.7,189,2079
986,107,3.6,102,2244
987,137,4.9,72,2088
988,137,3.2,141,2538
989,134,3.2,59,1121
990,153,3.4,112,2240
991,167,4.8,126,3528
992,191,3.5,101,1010
993,132,3.6,102,1632
994,157,3.2,79,1501
995,198,4.2,116,3132
996,176,4.0,173,4325
997,159,3.3,184,4416
998,187,4.8,163,4564
999,145,4.4,55,1265
1000,187,3.5,197,4137
1001,121,3.3,90,1440
1002,132,4.4,151,1661
1003,177,4.2,85,1785
1004,134,3.7,179,4296
1005,122,3.8,106,1272
1006,148,3.7,97,1649
1007,139,4.1,170,4760
1008,170,3.6,176,5104
1009,160,4.2,138,2622
1010,153,3.5,113,1695
1011,158,4.5,131,2358
1012,180,4.6,80,1520
1013,112,4.6,186,2232
1014,165,4.0,149,4172
1015,146,3.0,127,3810
1016,189,3.9,170,2040
1017,138,4.9,143,2002
1018,124,3.3,55,1320
1019,176,4.7,144,3888
1020,179,4.6,76,1520
1021,105,3.9,128,1536
1022,157,3.3,85,2210
1023,164,3.3,98,2842
1024,110,3.3,197,2561
1025,192,3.1,106,2120
1026,161,3.1,54,702
1027,104,3.4,100,1000
1028,102,4.6,145,3625
1029,139,3.8,72,2016
1030,187,4.4,106,3180
1031,143,3.4,111,1776
1032,187,3.3,102,2346
1033,177,3.0,150,1500
1034,128,3.1,117,1170
1035,183,4.6,84,1008
1036,126,4.5,135,3240
1037,173,4.5,114,2280
1038,162,4.5,188,5640
1039,121,4.4,171,2394
1040,185,4.8,121,2662
1041,147,4.0,98,1568
1042,142,4.0,140,3920
1043,157,4.7,141,2115
1044,110,4.1,137,3288
1045,150,3.4,122,1586
1046,167,3.3,198,2376
1047,162,4.9,101,1515
1048,200,4.4,165,4620
1049,186,4.8,113,2599
1050,192,4.5,191,4202
1051,148,3.4,191,5348
1052,188,3.7,77,2079
1053,106,4.8,85,1190
1054,122,3.0,73,803
1055,110,4.3,98,980
1056,129,3.6,128,3456
1057,164,3.4,198,3762
1058,182,3.4,75,1050
1059,180,4.9,110,2530
1060,148,3.3,167,4509
1061,108,3.6,98,2744
1062,168,4.2,67,1407
1063,105,4.0,141,2961
1064,124,4.4,111,3219
1065,196,4.8,120,3480
1066,200,3.3,162,2592
1067,145,4.5,102,2652
1068,130,3.6,184,2760
1069,161,4.5,70,2100
1070,194,4.9,144,4176
1071,157,4.0,65,780
1072,129,3.2,90,2700
1073,185,4.1,69,1863
1074,109,4.0,90,2070
